antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03734531934964763,0.03778924587980689,0.020753565284945343,0.5557206537890045,14.705788402249118,1.0,0.019342313829581598,2.165778720812341,0.9681556474016022,0.38163265306122457,0.5382723126834862,0.5524565089796711,STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG → WOODLAND CHARLOTTE BAG
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03895455302147494,0.05304922035403141,0.030242494867099495,0.7763532763532764,14.634584093266103,1.0,0.02817598620007047,4.234136607079428,0.9694325212115241,0.48966756513926324,0.76382434182024,0.6732184791808222,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER ,PINK REGENCY TEACUP AND SAUCER → ROSES REGENCY TEACUP AND SAUCER 
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.05304922035403141,0.03895455302147494,0.030242494867099495,0.5700836820083681,14.6345840932661,1.0,0.02817598620007047,2.235424446013308,0.9838618127666208,0.48966756513926324,0.5526576611509211,0.6732184791808222,ROSES REGENCY TEACUP AND SAUCER ,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER  → PINK REGENCY TEACUP AND SAUCER
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.041618112202430495,0.04983075301037678,0.030020531602019864,0.7213333333333334,14.475665924276171,1.0,0.027946669732102403,3.4096982547474526,0.9713440553122343,0.4887082204155375,0.7067189160777901,0.6618916109873794,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM ,GARDENERS KNEELING PAD CUP OF TEA  → GARDENERS KNEELING PAD KEEP CALM 
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.04983075301037678,0.041618112202430495,0.030020531602019864,0.6024498886414253,14.47566592427617,1.0,0.027946669732102403,2.410719706560833,0.9797397172982303,0.4887082204155375,0.585186117955366,0.6618916109873794,GARDENERS KNEELING PAD KEEP CALM ,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM  → GARDENERS KNEELING PAD CUP OF TEA 
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.03734531934964763,0.03734531934964763,0.020087675489706455,0.5378900445765231,14.403144863764522,1.0,0.01869300261237929,2.0831723475166792,0.9666713694447239,0.36788617886178865,0.5199629060014713,0.5378900445765231,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG PINK POLKADOT
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03734531934964763,0.03734531934964763,0.020087675489706455,0.5378900445765231,14.403144863764522,1.0,0.01869300261237929,2.0831723475166792,0.9666713694447239,0.36788617886178865,0.5199629060014713,0.5378900445765231,CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT → STRAWBERRY CHARLOTTE BAG
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.050108207091726316,0.03734531934964763,0.026580100993285612,0.5304540420819491,14.204030152093322,1.0,0.024708793997406817,2.050182020347331,0.9786350960458428,0.4366453965360074,0.5122384305025827,0.621096263240083,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG PINK POLKADOT
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03734531934964763,0.050108207091726316,0.026580100993285612,0.711738484398217,14.20403015209332,1.0,0.024708793997406817,3.295243178491073,0.9656603397574783,0.4366453965360074,0.6965322600385715,0.621096263240083,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT → RED RETROSPOT CHARLOTTE BAG
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.05171744076355363,0.05304922035403141,0.038843571388935134,0.7510729613733906,14.158039578357608,1.0,0.03610000147772281,3.8041298561639785,0.9800546717604475,0.5892255892255893,0.7371277958927556,0.741645267297574,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER ,GREEN REGENCY TEACUP AND SAUCER → ROSES REGENCY TEACUP AND SAUCER 
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.05304922035403141,0.05171744076355363,0.038843571388935134,0.7322175732217574,14.158039578357608,1.0,0.03610000147772281,3.541242682148605,0.981433008245783,0.5892255892255893,0.7176132533810808,0.741645267297574,ROSES REGENCY TEACUP AND SAUCER ,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER  → GREEN REGENCY TEACUP AND SAUCER
frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG APPLES'}),0.030408967315909217,0.049109372398867986,0.020642583652405528,0.6788321167883212,13.822862798465918,1.0,0.019149218352223538,2.9607276359398886,0.9567498610759828,0.35061262959472195,0.6622451900468217,0.5495855499195843,JUMBO BAG PEARS,JUMBO BAG APPLES,JUMBO BAG PEARS → JUMBO BAG APPLES
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG PEARS'}),0.049109372398867986,0.030408967315909217,0.020642583652405528,0.4203389830508475,13.822862798465916,1.0,0.019149218352223538,1.6726862844550106,0.9755654950152105,0.35061262959472195,0.40215926363871823,0.5495855499195843,JUMBO BAG APPLES,JUMBO BAG PEARS,JUMBO BAG APPLES → JUMBO BAG PEARS
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03778924587980689,0.04461461628100549,0.022917707119471727,0.606461086637298,13.593327415784513,1.0,0.021231754414995575,2.427677038479982,0.9628186867967526,0.3852611940298507,0.5880835942551401,0.5600713393385495,WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04461461628100549,0.03778924587980689,0.022917707119471727,0.513681592039801,13.593327415784513,1.0,0.021231754414995575,1.9785612437663307,0.9696971614715508,0.3852611940298507,0.4945822358794264,0.5600713393385495,CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN → WOODLAND CHARLOTTE BAG
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03734531934964763,0.050108207091726316,0.025414793851617556,0.6805349182763745,13.581306491980671,1.0,0.02354348685573876,2.973382216871015,0.9623070451975637,0.409660107334526,0.6636826593210974,0.5938665732024175,STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG → RED RETROSPOT CHARLOTTE BAG
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.050108207091726316,0.03734531934964763,0.025414793851617556,0.5071982281284607,13.58130649198067,1.0,0.02354348685573876,1.953431857589367,0.9752367461203024,0.409660107334526,0.4880804282397389,0.5938665732024175,RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG → STRAWBERRY CHARLOTTE BAG
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.035236668331391156,0.04550246934132401,0.021031019366294878,0.5968503937007874,13.116879201075477,1.0,0.01942766394585535,2.3676012967510127,0.9575015168544613,0.35223048327137546,0.5776315879822039,0.5295227578260034,HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY → CHOCOLATE HOT WATER BOTTLE
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.04550246934132401,0.035236668331391156,0.021031019366294878,0.46219512195121953,13.116879201075475,1.0,0.01942766394585535,1.7938910021955992,0.9677996263026372,0.35223048327137546,0.4425525303510254,0.5295227578260034,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE → HOT WATER BOTTLE I AM SO POORLY
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03734531934964763,0.04461461628100549,0.02180789079407358,0.5839524517087668,13.088814841099111,1.0,0.020141743701397444,2.296337011581726,0.9594290738136433,0.36254612546125464,0.5645238503945917,0.5363792109290102,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.04461461628100549,0.03734531934964763,0.02180789079407358,0.48880597014925375,13.088814841099111,1.0,0.020141743701397444,1.8831493022941201,0.9667291382075325,0.36254612546125464,0.46897465921487785,0.5363792109290102,CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN → STRAWBERRY CHARLOTTE BAG
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03734531934964763,0.04461461628100549,0.021308473447644416,0.5705794947994057,12.789070989776233,1.0,0.01964232635496828,2.224824786307555,0.9575689560756283,0.35132662397072284,0.5505264027287037,0.5240957175489567,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT → CHARLOTTE BAG SUKI DESIGN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.04461461628100549,0.03734531934964763,0.021308473447644416,0.4776119402985075,12.789070989776231,1.0,0.01964232635496828,1.8427961029592463,0.9648548672823374,0.35132662397072284,0.45734636708089715,0.5240957175489567,CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN → CHARLOTTE BAG PINK POLKADOT
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03778924587980689,0.050108207091726316,0.023861050996060153,0.631424375917768,12.601216698133,1.0,0.021967499637674623,2.577196458049938,0.9567993079584776,0.37261698440207974,0.6119814626950635,0.5538074260541221,WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG → RED RETROSPOT CHARLOTTE BAG
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.050108207091726316,0.03778924587980689,0.023861050996060153,0.4761904761904762,12.601216698132998,1.0,0.021967499637674623,1.836947803320369,0.9692078513845075,0.37261698440207974,0.45561871807546556,0.5538074260541221,RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG → WOODLAND CHARLOTTE BAG
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.03917651628655457,0.04078574995838189,0.020032184673436548,0.5113314447592069,12.537012198647165,1.0,0.018434341075932656,1.9629137986358913,0.957757792508537,0.3342592592592593,0.49055327814449073,0.5012439536721205,DOTCOM POSTAGE,JUMBO BAG WOODLAND ANIMALS,DOTCOM POSTAGE → JUMBO BAG WOODLAND ANIMALS
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'DOTCOM POSTAGE'}),0.04078574995838189,0.03917651628655457,0.020032184673436548,0.49115646258503404,12.537012198647165,1.0,0.018434341075932656,1.8882493597042307,0.9593645827424111,0.3342592592592593,0.4704089293817441,0.5012439536721205,JUMBO BAG WOODLAND ANIMALS,DOTCOM POSTAGE,JUMBO BAG WOODLAND ANIMALS → DOTCOM POSTAGE
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.04860995505243882,0.05160645913101382,0.03124132955995783,0.6426940639269407,12.453752393577847,1.0,0.028732741901183724,2.6542899099080897,0.966693861313517,0.45293644408688655,0.623251402845205,0.6240352040064812,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN → ALARM CLOCK BAKELIKE RED 
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.05160645913101382,0.04860995505243882,0.03124132955995783,0.6053763440860215,12.453752393577846,1.0,0.028732741901183724,2.4108794054529477,0.9697481863097681,0.45293644408688655,0.5852135956123764,0.6240352040064812,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE GREEN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.04461461628100549,0.050108207091726316,0.026358137728205982,0.5907960199004976,11.79040429083817,1.0,0.024122579296279454,2.32131611397645,0.9579226162636073,0.38555194805194815,0.5692099003754449,0.5584101915670816,CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN → RED RETROSPOT CHARLOTTE BAG
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.050108207091726316,0.04461461628100549,0.026358137728205982,0.5260243632336656,11.79040429083817,1.0,0.024122579296279454,2.0156845829398415,0.9634626524249635,0.38555194805194815,0.503890634247191,0.5584101915670816,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.05160645913101382,0.036401975473059206,0.02180789079407358,0.42258064516129035,11.608728363493315,1.0,0.019929313734534986,1.668801048063417,0.9635851376622936,0.3294216261525566,0.4007673945552325,0.5108330055074745,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE PINK
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.036401975473059206,0.05160645913101382,0.02180789079407358,0.5990853658536586,11.608728363493313,1.0,0.019929313734534986,2.3655747635363307,0.9483808573444436,0.3294216261525566,0.5772697547275631,0.5108330055074745,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE PINK → ALARM CLOCK BAKELIKE RED 
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.04439265301592586,0.062427168303645746,0.029854059153210145,0.6725000000000001,10.772553333333335,1.0,0.027082751531939595,2.8628178067064263,0.9493140669222695,0.38788752703677004,0.6506938032670456,0.5753611111111112,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS → PAPER CHAIN KIT 50'S CHRISTMAS 
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.062427168303645746,0.04439265301592586,0.029854059153210145,0.47822222222222227,10.772553333333335,1.0,0.027082751531939595,1.8314450857871953,0.9675744286498817,0.38788752703677004,0.4539830826703831,0.5753611111111112,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS  → PAPER CHAIN KIT VINTAGE CHRISTMAS
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.0522723489262527,0.05970811830642029,0.029299150990511072,0.5605095541401275,9.387493192527172,1.0,0.026178067396667892,2.139504716317276,0.9427553241886633,0.35436241610738256,0.5326021053502058,0.5256079369213649,WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE  → WOODEN PICTURE FRAME WHITE FINISH
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.05970811830642029,0.0522723489262527,0.029299150990511072,0.49070631970260226,9.387493192527172,1.0,0.026178067396667892,1.8608667017433433,0.9502105743179806,0.35436241610738256,0.46261599551265264,0.5256079369213649,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH → WOODEN FRAME ANTIQUE WHITE 
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.03645746628932912,0.06270462238499529,0.021308473447644416,0.5844748858447488,9.321081343193113,1.0,0.01902242179085834,2.2556888757987474,0.9264939314098134,0.27369921596578756,0.5566764500508092,0.46214894734715317,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO STORAGE BAG SUKI,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO STORAGE BAG SUKI"
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.04078574995838189,0.06270462238499529,0.023583596914710615,0.5782312925170068,9.221509842875202,1.0,0.021026141864881442,2.2222971049904143,0.929466892623068,0.29513888888888884,0.5500151632495991,0.47716874360363615,JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,JUMBO BAG WOODLAND ANIMALS → JUMBO STORAGE BAG SUKI
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.06270462238499529,0.04078574995838189,0.023583596914710615,0.37610619469026546,9.221509842875202,1.0,0.021026141864881442,1.537463975244012,0.9512026940904833,0.29513888888888884,0.34957825607504767,0.47716874360363615,JUMBO STORAGE BAG SUKI,JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI → JUMBO BAG WOODLAND ANIMALS
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03873258975639532,0.06431385605682259,0.02247378058931247,0.5802292263610315,9.021838557594606,1.0,0.0199827383870117,2.2290407115096853,0.9249849090946668,0.27892561983471076,0.5513765204751601,0.46483419903038636,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI → JUMBO BAG PINK POLKADOT"
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.03917651628655457,0.06270462238499529,0.021918872426613396,0.5594900849858357,8.922629045601544,1.0,0.019462323766505373,2.1277509215311685,0.9241295869170288,0.2741151977793199,0.5300201776999435,0.45452380355486477,DOTCOM POSTAGE,JUMBO STORAGE BAG SUKI,DOTCOM POSTAGE → JUMBO STORAGE BAG SUKI
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'DOTCOM POSTAGE'}),0.06270462238499529,0.03917651628655457,0.021918872426613396,0.3495575221238938,8.922629045601544,1.0,0.019462323766505373,1.4771844035322357,0.9473272036864812,0.2741151977793199,0.3230364485240942,0.45452380355486477,JUMBO STORAGE BAG SUKI,DOTCOM POSTAGE,JUMBO STORAGE BAG SUKI → DOTCOM POSTAGE
frozenset({'JUMBO BAG ALPHABET'}),frozenset({'JUMBO BAG APPLES'}),0.047056212196881414,0.049109372398867986,0.02036512957105599,0.43278301886792453,8.81263591301567,1.0,0.018054228522599188,1.6764142457500204,0.9303031134832244,0.2686676427525623,0.4034887244992337,0.42373614220232386,JUMBO BAG ALPHABET,JUMBO BAG APPLES,JUMBO BAG ALPHABET → JUMBO BAG APPLES
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG ALPHABET'}),0.049109372398867986,0.047056212196881414,0.02036512957105599,0.4146892655367232,8.81263591301567,1.0,0.018054228522599188,1.6280989424821621,0.9323118211862402,0.2686676427525623,0.3857867148568851,0.42373614220232386,JUMBO BAG APPLES,JUMBO BAG ALPHABET,JUMBO BAG APPLES → JUMBO BAG ALPHABET
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.03873258975639532,0.062871094833805,0.021308473447644416,0.5501432664756447,8.750336986017293,1.0,0.01887331312391122,2.0831718974713507,0.9214071730262271,0.2653766413268832,0.5199628022949784,0.4445332395926326,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI → JUMBO SHOPPER VINTAGE RED PAISLEY"
